ID,Call Failure,Complains,Charge Amount,Freq. of use,Distinct Called Numbers,Status,Age,Customer Value,Churn,Plan_pre-paid
1859,12,0,100,175,46,1,30,598.12,1,1
313,3,0,200,43,17,0,30,62.84,1,1
833,0,0,200,0,0,1,55,0.0,1,1
1202,5,0,100,6,2,0,25,45.495,1,1
2438,10,0,100,63,38,1,25,1036.935,1,1
2074,18,0,100,90,40,1,45,261.625,1,1
2447,16,0,100,181,55,1,55,286.71,1,1
1482,5,0,100,19,10,0,45,146.675,0,1
778,0,0,100,27,29,0,30,59.2,0,1
800,0,0,400,2,5,1,25,21.33,0,1
55,12,0,50,67,38,1,15,300.025,1,1
1921,12,0,50,160,49,1,45,343.25,1,1
2719,0,0,100,0,0,0,25,0.0,1,1
2273,18,1,200,37,11,0,25,37.44,0,1
1702,7,0,50,17,7,0,30,113.6,1,1
2949,0,0,100,29,2,1,30,91.08,1,1
988,14,0,100,62,27,1,25,985.815,1,1
2271,2,0,50,144,41,1,30,453.96,1,1
1395,11,0,50,42,31,1,30,329.68,1,1
769,0,0,50,0,0,0,25,0.0,0,1
2790,1,0,400,38,14,1,25,941.76,1,0
286,12,1,100,127,33,1,30,1428.08,1,0
2775,18,0,50,95,45,1,45,272.625,1,0
429,9,0,100,44,31,0,30,228.48,0,1
2080,0,0,400,22,4,1,30,65.2,1,1
723,24,0,200,52,15,0,25,140.04,0,1
952,8,0,50,14,8,1,30,103.88,1,1
990,12,0,400,48,72,1,55,92.715,1,1
2935,16,0,50,222,63,1,25,692.64,1,1
3090,1,0,400,31,12,1,25,932.895,1,0
327,0,0,50,11,14,1,30,85.64,1,1
1384,34,0,100,254,97,1,25,901.53,1,0
1725,20,0,50,110,27,1,30,413.32,1,1
1087,9,1,20,52,26,0,45,190.05,1,1
342,0,0,50,0,0,0,25,0.0,1,1
148,10,0,100,170,37,1,45,382.8,1,1
2463,21,0,200,215,17,1,30,722.2,1,1
1108,17,0,100,125,41,1,30,942.6,1,1
849,0,0,100,34,8,1,30,996.76,1,1
967,8,0,50,23,15,1,25,110.835,1,1
2592,7,0,50,21,9,0,25,80.82,1,1
662,6,0,100,54,16,0,30,115.48,1,1
1003,12,0,200,63,24,1,30,1554.44,1,1
2465,5,0,100,172,15,1,25,1258.065,1,1
2648,6,0,100,163,34,1,45,357.775,1,1
2792,8,0,50,27,10,0,25,90.09,1,1
1880,6,0,400,31,8,1,45,67.6,1,1
2960,2,0,400,169,46,1,30,650.08,1,1
1204,10,0,100,62,31,1,25,225.225,1,1
1991,11,0,50,25,7,0,25,77.625,1,1
25,21,0,20,87,38,1,45,260.175,1,0
2953,0,0,200,5,6,0,30,133.32,1,1
2207,9,0,50,49,24,1,30,1306.76,1,1
2189,3,0,100,34,7,1,25,880.605,1,0
2423,27,1,200,57,32,0,30,212.48,0,1
876,0,0,100,16,12,1,30,102.04,1,1
2834,0,0,100,0,0,1,55,0.0,1,1
939,9,0,50,42,13,1,30,866.48,1,0
2638,0,0,100,36,14,0,30,136.64,1,1
3121,0,0,50,120,38,1,25,1976.985,1,1
386,6,0,200,116,33,1,25,1538.145,1,0
2418,6,0,100,24,23,0,30,189.36,1,1
2639,0,0,50,45,17,1,25,820.8,1,1
2316,5,0,200,94,31,1,30,1058.96,1,1
2855,9,0,50,70,48,1,15,333.465,1,1
937,8,0,100,50,22,0,30,260.8,1,1
2713,0,0,200,38,9,0,30,68.44,1,1
3070,0,0,400,0,0,0,25,9.0,0,1
1333,5,0,200,6,2,1,55,15.165,1,1
1935,11,0,20,122,35,1,30,1407.68,1,0
936,7,0,100,88,30,1,30,200.44,1,1
567,0,0,50,77,22,1,30,944.48,1,1
1855,8,0,100,64,35,1,25,164.79,1,1
2553,0,0,200,1,6,0,25,49.23,1,1
1646,19,0,200,146,41,1,25,672.885,1,0
2234,30,1,100,248,86,1,25,813.735,1,1
1793,21,0,200,49,15,1,25,256.005,1,1
1431,5,0,20,93,9,1,55,109.245,1,1
2647,10,0,100,133,36,1,15,711.755,1,0
1014,6,0,100,30,8,1,30,2074.8,1,1
1929,5,0,100,8,4,0,30,45.84,0,1
2371,5,0,20,146,42,1,45,285.775,1,1
127,0,0,100,21,11,1,30,106.84,1,1
2811,0,0,50,69,18,1,30,163.96,1,1
1348,11,0,100,43,16,1,30,228.84,1,1
356,3,0,100,58,33,1,15,145.805,1,1
828,4,1,100,38,29,0,30,188.04,0,1
1640,7,0,400,44,67,1,55,67.905,1,1
985,14,0,50,125,37,1,30,1430.2,1,0
363,9,1,200,54,17,0,30,123.68,1,1
346,0,0,200,15,14,1,25,58.5,1,1
3144,3,0,100,25,8,1,25,47.475,1,1
2674,23,1,100,51,21,0,25,151.245,0,1
712,10,0,100,59,15,0,30,144.08,1,1
2173,22,0,200,45,13,0,25,68.4,0,1
11,7,0,20,77,21,1,30,179.08,1,1
2542,0,0,50,16,7,0,45,156.4,1,1
2117,1,0,50,16,15,0,25,88.695,1,1
1835,5,0,100,111,35,1,25,1438.695,1,0
794,0,0,100,44,21,1,30,90.16,1,1
2906,0,0,200,42,16,1,15,84.15,1,1
95,4,0,50,62,26,1,30,207.08,1,1
130,0,0,400,0,0,0,30,0.0,0,1
2361,4,0,50,87,7,1,30,233.0,1,1
3050,0,0,400,28,4,1,25,971.91,1,1
1901,13,0,50,77,19,1,30,238.08,1,1
2757,8,0,50,84,31,1,25,330.03,1,1
1933,5,0,200,10,4,1,55,26.295,1,1
2264,0,0,100,17,2,1,30,1986.08,1,1
1866,8,0,100,92,28,1,30,1047.88,1,1
1659,10,0,100,169,45,1,30,569.88,1,1
517,1,0,100,83,26,1,30,989.52,1,1
1858,18,0,100,127,45,1,30,985.88,1,1
1278,16,1,100,58,38,0,45,200.275,0,1
951,16,0,50,80,21,1,30,260.6,1,1
1121,11,0,20,158,45,1,45,316.2,1,1
420,0,0,400,0,0,0,25,0.0,0,1
923,28,0,200,53,19,0,30,144.52,0,1
2319,2,0,50,8,5,0,25,57.96,0,1
478,4,0,100,35,14,0,25,131.4,0,1
2036,5,0,100,85,30,1,30,182.52,1,1
2296,11,0,100,131,36,1,15,729.52,1,0
1693,13,0,200,32,14,1,25,151.29,1,1
2821,0,0,20,113,36,1,25,1968.12,1,1
1472,13,0,50,87,43,1,30,877.0,1,1
1203,10,0,200,56,20,1,30,1506.16,1,1
1670,6,0,400,127,44,1,25,2080.8,1,1
2917,0,0,50,70,9,1,30,858.6,1,1
1971,7,0,100,154,47,1,45,317.975,1,1
2152,0,0,100,0,0,0,25,0.0,1,1
821,2,0,20,148,45,1,30,468.32,1,1
1998,8,0,100,45,19,1,30,239.92,1,0
3012,1,0,50,83,6,1,25,251.145,1,1
1249,5,0,50,36,6,1,30,1006.84,1,1
2315,11,0,20,190,35,1,25,1437.975,1,1
2831,0,0,100,0,0,1,30,0.0,1,1
2191,10,0,100,23,3,0,25,28.935,1,1
2749,0,0,100,29,11,1,30,128.68,1,1
1047,14,0,50,174,40,1,55,252.78,1,1
1889,9,0,100,42,13,1,30,866.48,1,0
616,0,0,200,74,23,1,30,934.76,1,1
1319,5,0,100,6,2,0,25,45.495,0,1
3029,4,0,100,32,25,0,30,75.2,0,1
2137,4,0,50,46,24,0,30,263.64,1,1
2588,0,0,100,40,22,0,30,223.2,1,1
1773,34,1,200,64,19,0,30,205.36,0,0
3099,5,0,50,40,20,1,30,243.08,1,1
132,1,0,50,96,19,1,55,107.865,1,1
78,11,1,100,42,19,0,30,200.88,0,1
2053,7,0,200,57,22,1,25,1703.25,1,1
725,14,0,100,103,22,1,25,406.17,1,1
1315,12,0,20,180,27,1,25,1367.55,1,1
1852,5,0,100,11,6,0,30,81.36,1,1
2420,7,0,400,137,58,1,30,1949.8,1,1
2616,3,0,200,174,24,1,25,1285.83,1,1
1373,32,1,200,63,34,0,30,252.92,0,1
1856,16,0,100,88,30,1,30,322.72,1,1
1320,6,0,400,125,40,1,30,1830.32,1,1
3018,0,0,100,2,5,0,25,20.565,1,1
2290,0,0,400,29,62,1,45,70.925,1,1
376,13,0,200,98,24,1,25,383.22,0,1
1909,12,0,100,175,46,1,30,598.12,1,1
334,0,0,100,0,0,1,55,0.0,1,1
2375,11,1,50,90,19,1,25,325.26,0,1
2425,17,0,20,108,39,1,25,505.17,1,1
1605,6,0,50,63,32,1,25,115.695,1,1
1119,5,0,100,6,2,0,25,45.495,0,1
2971,0,0,20,127,45,1,30,1933.8,1,1
1944,7,0,100,67,25,1,30,203.88,1,1
2385,4,0,100,108,28,1,25,1480.185,1,0
2653,0,0,200,9,8,0,25,80.19,1,1
1343,13,0,200,30,10,1,25,129.6,1,1
321,0,0,20,116,43,1,25,1926.63,1,1
1620,6,0,400,132,42,1,30,1838.2,1,1
2574,19,0,100,43,19,0,25,120.285,0,1
2061,3,0,50,92,10,1,25,276.75,1,1
2220,8,0,400,137,49,1,30,1912.2,1,1
1674,24,0,100,93,43,1,45,270.825,1,1
1943,15,0,200,38,15,1,25,187.56,1,1
261,13,0,100,94,25,1,30,252.76,1,1
2478,5,0,100,34,16,0,30,120.08,0,1
2040,7,0,400,42,70,1,45,129.25,1,1
690,1,0,400,39,67,1,45,110.05,1,1
902,5,0,50,11,6,0,30,81.36,1,1
2027,12,0,50,44,18,1,30,179.76,0,1
139,4,0,100,52,20,1,25,865.89,1,1
1918,7,0,100,20,10,0,30,121.4,1,1
1829,0,0,50,0,0,0,30,0.0,0,1
1574,28,0,100,100,47,1,55,190.95,1,1
320,0,0,400,0,0,0,25,0.0,0,1
654,7,0,100,66,34,1,15,228.745,1,1
2138,7,0,100,55,27,1,25,963.675,1,1
2586,2,0,100,112,35,1,25,1541.34,1,0
559,5,0,100,112,39,1,30,882.48,1,1
2188,5,0,100,51,19,1,25,866.295,1,1
113,7,0,200,53,14,0,30,84.04,1,1
532,1,0,100,94,22,1,45,195.85,1,1
225,23,0,100,99,43,1,55,171.51,1,0
724,22,0,100,98,40,1,45,278.45,1,1
2555,6,0,50,62,37,1,25,199.575,1,1
2703,0,0,200,0,0,0,25,0.0,1,1
1434,26,0,100,234,67,1,25,752.13,1,1
2453,6,0,200,50,9,1,25,1606.635,1,1
2891,3,0,100,43,81,1,45,157.65,1,1
1459,12,0,100,181,50,1,30,730.96,1,1
2841,0,0,50,25,61,1,45,57.7,1,1
847,7,0,50,165,38,1,45,384.8,1,1
194,8,0,100,26,12,1,25,105.795,1,1
1465,14,0,50,194,36,1,30,1399.96,1,1
947,17,0,50,177,42,1,55,261.225,1,1
2022,11,0,100,78,39,1,25,817.02,1,1
1630,4,0,400,30,5,1,45,45.325,1,1
118,0,0,100,13,8,0,25,31.41,1,1
646,9,0,200,129,39,1,15,726.88,1,0
1871,12,0,50,160,49,1,45,343.25,1,1
4,10,0,100,54,20,1,25,1579.14,1,1
75,23,0,100,94,45,1,55,175.785,1,1
1756,22,0,100,99,30,1,30,383.56,1,1
468,0,0,100,8,9,0,25,26.01,1,1
6,3,0,200,52,29,1,15,128.15,1,1
1247,12,0,50,167,36,1,45,391.125,1,1
920,8,0,400,133,45,1,30,1881.84,1,1
229,11,1,100,50,32,0,45,162.95,0,1
1064,10,0,100,35,14,1,45,1337.875,1,1
243,2,0,200,16,4,0,45,93.525,1,1
2403,14,0,200,70,39,1,30,1644.92,1,1
1161,16,0,50,111,20,1,30,379.76,1,1
2645,0,0,20,53,17,1,30,115.72,1,1
1527,14,0,20,41,14,0,30,156.84,0,1
1606,14,0,200,87,27,1,30,279.08,1,1
2927,0,0,100,6,2,1,30,77.64,1,1
3122,0,0,50,147,42,1,30,444.68,1,1
2677,1,0,50,26,18,1,30,144.84,1,1
1990,4,0,400,39,68,1,45,115.175,1,1
2476,0,0,100,12,4,1,30,90.08,1,1
1976,1,0,200,22,14,1,30,114.48,1,1
1762,20,0,100,71,19,0,45,140.6,1,1
1306,14,0,200,80,25,1,30,271.2,1,1
1542,5,0,50,10,2,0,45,43.125,1,1
623,16,0,200,35,14,0,25,35.325,0,1
2437,7,1,100,54,35,0,30,328.76,0,1
1494,7,0,100,73,29,1,45,210.45,1,1
111,5,0,20,82,22,1,30,176.28,1,1
2276,0,0,200,12,8,1,30,103.68,1,1
2388,4,0,100,45,18,1,25,857.025,1,1
1170,13,0,400,143,51,1,30,1952.64,1,1
2589,2,0,100,49,25,1,25,918.18,1,1
233,2,0,200,13,5,0,45,58.525,0,1
67,5,0,20,87,29,1,30,1051.08,1,1
2847,9,0,100,127,35,1,15,700.425,1,0
2073,20,0,200,44,15,0,25,91.755,0,1
2193,9,0,200,30,9,1,25,93.375,1,1
537,0,0,100,79,28,1,25,159.84,1,1
126,11,0,200,97,21,1,25,334.125,0,1
2134,26,0,100,240,84,1,25,782.775,1,1
1255,10,0,50,72,40,1,25,222.75,1,1
2787,0,0,100,84,31,1,25,192.465,1,1
1977,9,0,100,41,16,0,30,157.24,0,1
2590,0,0,400,32,13,1,25,932.49,1,0
3080,0,0,400,0,0,0,30,8.0,0,1
2076,0,0,100,19,12,1,30,111.96,1,1
485,20,0,100,232,78,1,25,720.09,1,1
1655,6,0,100,58,34,1,15,157.08,1,1
2814,18,0,100,211,25,1,30,738.64,1,1
2680,0,0,400,6,6,0,30,35.76,0,1
2529,0,0,100,8,6,0,30,138.24,0,1
1775,24,0,100,115,26,1,30,441.92,1,1
919,5,0,50,6,2,0,25,45.495,0,1
1647,15,0,100,176,39,1,55,244.845,1,1
1027,11,0,100,44,16,0,30,175.16,0,1
1031,5,0,50,100,22,1,55,130.95,1,1
883,0,0,200,0,0,1,55,0.0,1,1
1336,5,0,200,80,25,1,30,184.92,1,1
2342,2,0,50,18,8,0,45,105.575,1,1
365,4,0,20,27,8,1,30,2056.88,1,1
2126,2,0,100,24,18,1,30,157.76,1,1
28,9,1,100,35,12,0,25,130.95,0,1
474,18,0,100,41,15,0,25,71.595,0,1
526,11,1,100,95,24,1,25,363.06,0,1
726,2,0,200,27,12,1,30,134.88,1,1
56,5,0,100,59,36,1,15,205.81,1,1
639,0,0,100,24,8,1,25,847.53,1,0
303,0,0,200,0,0,0,25,0.0,1,1
2743,0,0,200,0,0,0,45,0.0,1,1
1277,16,1,100,55,23,0,30,249.2,0,1
2772,4,0,100,156,50,1,30,519.84,1,1
625,6,0,100,86,21,1,25,301.455,0,1
2056,8,0,200,79,26,1,30,259.76,1,1
1281,10,0,50,111,29,1,55,158.715,1,1
1050,5,1,400,22,7,1,30,98.2,0,1
337,0,0,100,71,28,1,25,138.555,1,1
48,12,0,100,165,36,1,45,327.075,1,1
107,9,0,50,81,25,1,30,238.64,1,1
1080,7,0,400,33,12,1,45,94.65,1,1
2287,0,0,20,34,14,0,30,149.56,1,1
2262,4,0,100,44,11,0,30,80.88,1,1
1145,6,0,50,30,12,1,25,200.25,1,1
2510,7,0,400,89,29,1,30,324.76,1,1
2297,7,0,100,161,34,1,45,365.85,1,1
1837,2,0,50,39,22,0,30,131.96,1,1
1754,21,0,100,83,37,1,15,379.28,1,1
1102,5,0,100,6,2,0,30,40.44,1,1
1969,0,0,50,0,0,0,25,0.0,0,1
524,21,1,100,44,17,1,25,96.93,0,1
2281,0,0,50,87,16,1,45,165.3,1,1
1429,5,1,100,6,2,0,30,40.44,0,1
2742,0,0,50,0,0,0,25,0.0,1,1
604,3,0,100,54,32,1,15,217.085,1,1
1490,9,0,400,51,74,1,55,134.085,1,1
2475,9,1,50,88,9,1,25,261.27,0,1
61,9,0,100,84,28,1,30,235.56,1,1
2890,3,0,400,40,24,1,25,1005.75,1,0
672,5,0,100,75,36,1,25,782.46,1,1
93,2,0,200,11,6,0,45,100.65,1,1
667,0,0,50,14,10,0,25,30.78,1,1
1888,11,0,100,59,25,1,25,960.48,1,1
281,7,0,20,36,6,1,45,80.35,1,1
1720,10,0,400,139,46,1,30,1914.08,1,1
360,7,0,400,169,44,1,30,557.68,1,1
900,0,0,400,13,5,1,25,53.775,0,1
1936,7,0,100,88,30,1,30,200.44,1,1
1995,2,0,20,26,14,1,25,203.445,1,1
3100,0,0,400,35,11,1,30,1040.4,1,1
761,0,0,20,78,10,1,25,224.145,1,1
2159,6,0,50,167,40,1,30,554.4,1,1
2758,1,0,100,41,21,1,30,1247.04,1,1
43,0,0,200,4,1,0,45,17.85,1,1
2174,20,0,100,91,38,1,45,261.15,1,1
205,12,0,20,72,36,1,15,284.35,1,1
1474,26,0,100,105,48,1,55,224.4,1,0
2101,9,0,20,73,21,1,30,240.92,1,1
69,4,0,100,15,11,0,30,124.6,1,1
1876,6,0,200,28,16,1,30,154.92,1,1
2600,0,0,400,36,12,1,30,1040.04,1,1
2232,5,0,50,17,10,0,45,82.625,0,1
138,1,0,100,43,17,0,30,176.72,1,1
797,1,0,50,154,38,1,45,304.275,1,1
2181,2,0,20,95,18,1,45,180.0,1,1
2129,1,0,100,4,6,0,30,48.68,0,1
759,0,0,100,152,42,1,30,516.4,1,1
542,9,0,50,22,7,1,25,57.465,1,1
1020,5,0,400,130,43,1,30,1859.32,1,1
2412,13,0,50,64,32,0,30,232.08,1,1
166,7,0,200,176,29,1,25,1343.745,1,1
249,10,0,100,51,20,1,30,272.12,1,1
1332,5,0,50,6,2,0,45,25.275,0,1
2018,5,0,100,17,10,1,30,103.48,1,1
447,16,0,100,141,42,1,25,676.485,1,0
1359,16,0,100,185,61,1,30,706.52,1,1
2146,17,0,200,143,46,1,25,725.22,1,0
1330,5,0,400,23,3,1,45,62.9,1,1
3055,7,0,50,61,36,1,15,244.42,1,1
2151,7,0,50,69,13,1,25,196.155,1,1
435,25,1,50,238,80,1,25,734.085,1,1
2123,24,1,200,49,21,0,30,147.36,0,1
578,1,1,100,32,12,0,25,119.565,0,1
2515,9,0,50,188,34,1,25,1529.46,1,1
2882,2,0,100,101,35,1,45,249.525,1,1
1849,1,0,50,35,12,1,30,948.8,1,1
763,14,0,200,208,30,1,25,743.985,1,1
389,6,0,50,53,23,1,25,914.985,1,1
236,8,0,100,122,34,1,30,1399.48,1,0
2740,0,0,400,20,3,1,25,804.15,1,0
1985,6,0,100,116,33,1,25,1538.145,1,0
268,6,0,100,25,11,0,25,108.45,1,1
771,0,0,20,137,45,1,30,423.48,1,1
2166,2,0,200,84,22,1,30,964.16,1,1
438,3,0,100,44,20,0,30,220.36,1,1
674,18,0,100,93,41,1,55,156.345,1,1
250,4,0,400,46,11,1,30,1069.44,1,1
2202,5,0,50,15,10,0,30,111.72,1,1
1575,20,0,20,105,29,1,25,477.81,1,1
2143,11,0,200,34,17,1,25,190.755,1,1
2082,0,0,50,4,2,0,45,24.3,0,1
2753,0,0,200,7,7,0,25,58.5,1,1
2701,3,0,50,23,11,1,30,90.64,0,1
3107,4,0,100,75,23,1,25,222.975,1,1
449,8,0,50,45,19,1,30,239.88,1,1
1470,8,0,400,139,49,1,30,2014.68,1,1
717,1,0,100,19,9,0,25,62.955,1,1
2682,3,0,100,101,26,1,55,135.615,1,1
2750,0,0,400,24,2,1,25,1041.705,1,1
2049,5,0,50,43,12,1,30,1059.72,1,1
1902,5,0,50,11,6,0,30,81.36,1,1
1169,10,0,100,16,8,0,30,111.24,0,1
83,2,0,200,8,7,0,45,65.65,0,1
2550,0,0,400,31,6,1,30,974.24,1,1
1461,11,0,20,107,18,1,30,441.8,1,1
1894,7,0,100,67,25,1,30,203.88,1,1
1669,0,0,50,0,0,0,25,0.0,0,1
2001,11,0,20,74,19,1,30,220.16,1,1
476,8,1,100,92,22,1,25,337.725,0,1
518,0,0,100,11,11,1,25,28.845,1,1
405,10,0,20,66,35,1,15,240.02,1,1
385,25,0,50,238,80,1,25,734.085,1,1
2762,3,0,50,97,15,1,25,314.55,1,1
2153,9,0,200,58,20,1,25,1679.895,1,1
1634,28,0,100,243,79,1,25,739.485,1,0
3002,3,0,100,59,11,1,25,180.405,1,1
689,1,0,100,36,10,1,25,920.07,1,0
1241,11,0,20,21,3,0,25,65.97,1,1
63,11,1,200,55,20,0,30,167.32,1,1
853,5,0,200,54,22,1,25,1683.09,1,1
2892,10,0,50,29,20,0,25,154.08,1,1
2606,0,0,200,50,27,1,15,113.19,1,1
1263,32,0,200,239,39,1,30,922.56,1,1
224,25,1,100,53,18,0,30,136.32,0,1
2194,1,0,100,59,19,1,30,128.16,1,1
374,23,0,100,47,17,0,25,117.09,0,1
1825,12,0,50,93,26,1,25,283.77,0,1
2668,0,0,100,18,15,0,25,74.16,1,1
3013,4,0,200,42,11,0,30,74.4,1,1
2731,0,0,50,0,0,1,30,0.0,1,1
2822,0,0,50,140,40,1,30,444.8,1,1
10,7,0,400,163,40,1,30,552.84,1,1
1945,7,0,20,32,16,1,30,221.28,1,1
1839,3,0,100,31,13,1,25,829.845,1,0
709,8,0,100,174,42,1,30,578.08,1,1
256,9,0,100,69,33,1,25,187.74,1,1
1618,5,0,100,19,7,0,30,77.76,1,1
390,4,1,400,36,11,1,25,929.295,0,0
1582,7,0,100,14,9,0,45,90.925,0,1
925,18,0,100,104,26,1,25,428.715,1,1
2037,6,0,100,47,22,1,30,242.88,1,1
2527,9,1,100,47,20,0,30,290.08,0,1
1225,13,0,100,94,20,1,25,349.065,0,1
1947,17,0,50,177,42,1,55,261.21,1,1
740,5,0,400,44,66,1,45,127.925,1,1
41,4,0,50,33,64,1,45,37.15,1,1
869,0,0,50,0,0,0,25,0.0,0,1
540,2,1,400,33,11,1,25,909.135,1,0
3040,0,0,400,24,5,1,25,734.355,1,0
1372,17,0,100,91,54,1,25,959.13,1,0
1146,20,0,100,145,40,1,25,673.335,1,0
1032,5,0,50,10,4,0,45,49.575,0,1
373,8,0,200,75,37,1,25,791.685,1,1
668,0,0,100,14,7,0,30,72.76,1,1
358,4,0,100,39,18,1,30,1235.96,1,1
968,10,0,100,23,12,1,30,143.92,1,1
1354,19,0,100,82,52,1,15,444.675,1,1
1036,5,0,100,85,28,1,30,189.92,1,1
471,0,0,20,121,41,1,25,2026.08,1,1
1397,21,0,50,187,57,1,55,301.875,1,1
2756,0,0,200,60,36,1,15,161.04,1,1
1550,8,0,400,19,5,1,30,95.88,0,1
1257,11,0,100,53,25,1,30,1327.92,1,1
2095,0,0,100,23,12,1,25,178.11,1,1
1556,18,0,100,89,33,1,30,366.36,1,1
2722,0,0,100,138,39,1,30,441.52,1,1
1251,15,0,50,85,24,1,30,289.6,1,1
1700,6,0,400,19,8,1,30,72.44,0,1
1253,17,0,200,74,31,1,30,1628.48,1,1
2923,0,0,200,59,20,1,25,624.24,1,1
80,2,0,400,3,5,0,30,49.04,0,1
1173,33,1,200,63,25,0,30,215.32,0,1
815,4,0,20,176,28,1,25,1334.52,1,1
1853,15,0,200,66,26,1,30,1576.96,1,1
2221,12,0,50,164,53,1,45,362.225,1,1
2765,1,0,100,29,11,1,30,2067.96,1,1
2106,12,0,100,84,32,1,30,325.56,1,1
134,0,0,100,0,0,1,55,0.0,1,1
1141,15,0,20,29,5,0,30,66.16,1,1
934,30,0,100,244,82,1,25,779.58,1,0
929,5,0,50,8,4,0,30,45.84,0,1
824,16,0,100,87,40,1,45,255.425,1,1
1532,5,0,100,7,2,0,45,38.125,0,1
1215,9,0,50,178,26,1,25,1345.86,1,1
505,8,0,100,63,35,1,15,220.88,1,1
3114,18,0,100,218,27,1,30,746.52,1,1
2396,14,0,100,133,37,1,25,618.57,1,0
1997,12,0,50,171,40,1,45,410.1,1,1
2435,10,0,100,126,48,1,25,1660.095,1,0
1959,7,0,100,169,44,1,30,557.68,1,1
1385,15,0,50,132,50,1,30,1516.08,1,0
895,0,0,50,20,12,1,25,157.95,1,1
829,0,0,100,0,0,0,30,0.0,0,1
3065,1,0,50,22,9,1,30,2060.08,1,1
2524,21,0,100,99,46,1,55,209.235,1,1
1684,28,0,100,238,81,1,25,747.81,1,1
2707,1,0,100,66,20,1,25,192.42,1,1
3014,20,0,100,213,26,1,25,739.485,1,1
2643,0,0,200,0,0,0,45,10.0,1,1
653,7,0,200,60,23,1,30,1528.32,1,1
173,6,0,200,69,36,1,25,755.415,1,1
39,6,0,100,47,19,1,25,765.54,1,1
3088,0,0,100,39,21,0,30,223.56,1,1
714,5,0,100,32,6,1,30,2077.28,1,1
91,6,0,20,40,71,1,45,142.45,1,1
3102,1,0,100,64,12,1,25,177.255,1,1
1206,11,0,200,78,24,1,30,251.92,1,1
2603,0,0,200,0,0,0,25,0.0,1,1
2718,0,0,100,0,0,0,25,0.0,1,1
1828,8,0,100,39,33,0,30,140.08,0,1
1156,21,0,200,98,36,1,30,393.52,1,1
1325,16,0,50,96,21,1,25,370.755,0,1
217,5,0,100,92,27,1,30,1039.68,1,1
511,5,0,50,80,25,1,30,174.0,1,1
1681,6,0,50,97,23,1,45,212.175,1,1
500,0,0,400,34,8,1,30,996.76,1,1
2609,7,0,100,113,37,1,30,861.72,1,1
1857,9,0,50,45,20,1,30,1276.4,1,1
1389,13,0,100,52,28,1,30,974.88,1,0
1520,8,0,400,127,41,1,25,1967.625,1,1
2387,1,0,50,36,15,0,30,168.84,1,1
2861,6,0,50,87,38,1,30,259.88,1,1
2077,6,0,100,38,14,0,25,151.56,0,1
1541,16,0,20,25,5,0,25,72.675,1,1
1218,5,0,100,10,4,0,30,58.6,1,1
1417,5,0,50,10,2,0,25,58.05,1,1
2218,7,0,100,24,14,0,30,151.76,1,1
2650,0,0,400,32,4,1,30,953.48,1,1
1677,12,1,20,41,17,0,30,165.44,0,1
1198,18,0,100,61,27,1,45,219.475,1,0
1543,15,0,200,32,11,1,25,96.615,1,1
2540,4,0,400,45,72,1,55,118.92,1,1
954,18,0,100,75,39,1,15,326.59,1,1
751,0,0,20,54,15,1,25,153.405,1,1
235,27,0,20,244,81,1,25,770.355,1,1
733,1,0,200,9,1,1,55,18.78,1,1
3142,4,0,50,18,2,0,25,10.035,1,1
1157,14,0,100,55,26,1,45,842.0,1,1
2706,0,0,200,42,25,1,15,102.85,1,1
2446,20,0,200,151,57,1,25,798.48,1,0
1210,7,0,400,79,21,1,30,213.56,1,1
1066,9,0,100,94,32,1,30,1091.16,1,1
2157,3,0,50,37,14,1,30,1192.68,1,1
1063,31,0,200,233,38,1,30,914.32,1,1
1168,12,0,100,30,16,0,30,192.2,1,1
1493,15,0,200,44,19,1,25,337.005,1,1
2604,4,0,100,52,18,1,25,1634.4,1,1
885,1,0,50,110,31,1,25,1492.65,1,0
144,8,0,100,31,10,1,25,92.97,1,1
3089,3,0,100,48,24,1,25,918.585,1,1
851,3,0,50,65,15,1,25,185.85,1,1
718,3,0,100,19,6,0,25,114.03,1,1
2985,20,0,50,238,82,1,25,838.035,1,1
2503,10,0,200,66,28,1,30,1669.36,1,1
265,10,0,20,38,8,1,30,2117.72,1,1
76,15,0,100,99,27,1,25,432.315,0,1
2493,6,0,200,22,2,1,25,29.115,1,1
396,2,0,100,26,14,1,25,203.445,1,1
2678,9,1,100,45,20,0,30,187.6,0,1
2225,18,0,50,108,30,1,25,462.87,1,1
2942,0,0,100,0,0,0,25,0.0,1,1
397,16,0,50,141,42,1,25,676.485,1,0
1366,12,0,200,102,43,1,30,1156.28,1,1
2631,0,0,20,17,5,1,30,52.0,1,1
1904,15,0,100,72,37,1,15,295.625,1,1
596,0,0,100,17,10,1,25,132.615,1,1
2110,8,0,400,85,29,1,30,235.2,1,1
1297,19,0,100,185,47,1,55,280.545,1,1
1822,7,0,50,70,39,1,25,692.235,1,1
873,18,1,200,41,15,0,25,71.595,0,1
3056,0,0,100,53,34,1,15,150.205,1,1
2327,11,1,50,49,21,0,30,208.76,0,1
1549,7,0,100,40,8,1,30,944.8,1,1
37,2,0,100,76,24,1,25,165.555,1,1
2658,4,0,100,43,22,1,30,1266.32,1,1
2144,3,0,100,63,27,1,30,206.72,1,1
2689,6,0,100,57,27,1,25,949.14,1,1
978,17,0,100,53,35,1,45,182.15,0,1
