ID,Call Failure,Complains,Charge Amount,Freq. of use,Freq. of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
834,20,no,100,232,0,78,2,pre-paid,active,25,720.09,yes
835,1,no,20,110,264,31,2,post-paid,active,25,1492.65,yes
836,0,no,200,76,0,26,2,pre-paid,active,25,157.005,yes
837,0,no,20,38,31,18,3,pre-paid,not-active,30,179.92,yes
838,1,no,100,47,168,21,2,pre-paid,active,25,869.49,yes
839,0,no,100,30,186,9,2,post-paid,active,25,883.8,yes
840,0,no,400,33,23,66,4,pre-paid,active,45,89.9,yes
841,6,no,50,19,3,5,2,pre-paid,not-active,25,32.13,yes
842,0,no,100,4,14,1,4,pre-paid,not-active,45,48.1,yes
843,5,no,200,26,12,11,2,pre-paid,active,25,96.57,yes
844,0,no,100,55,1,21,3,pre-paid,active,30,123,yes
845,0,no,50,20,21,12,2,pre-paid,active,25,157.95,yes
846,11,no,100,135,78,40,1,post-paid,active,15,771.21,yes
847,7,no,50,165,66,38,4,pre-paid,active,45,384.8,yes
848,3,no,100,39,24,17,3,pre-paid,active,30,199.44,yes
849,0,no,100,34,208,8,3,pre-paid,active,30,996.76,yes
850,0,no,400,13,0,5,2,pre-paid,active,25,53.775,no
851,3,no,50,65,0,15,2,pre-paid,active,25,185.85,yes
852,0,no,100,0,0,0,2,pre-paid,not-active,25,0,yes
853,5,no,200,54,352,22,2,pre-paid,active,25,1683.09,yes
854,5,no,100,60,0,33,1,pre-paid,active,15,217.415,yes
855,0,no,50,52,0,31,1,pre-paid,active,15,117.7,yes
856,6,no,100,76,25,26,2,pre-paid,active,25,272.07,yes
857,0,no,100,33,278,16,3,pre-paid,active,30,1195.52,yes
858,8,no,100,115,137,41,3,pre-paid,active,30,905,yes
859,2,no,50,163,0,42,3,pre-paid,active,30,545.24,yes
860,2,no,400,77,0,23,3,pre-paid,active,30,171.48,yes
861,1,no,50,89,0,10,2,pre-paid,active,25,256.59,yes
862,4,no,100,48,1,15,3,pre-paid,not-active,30,83.24,yes
863,20,no,200,219,47,30,3,pre-paid,active,30,790.16,yes
864,0,no,100,21,476,6,3,pre-paid,active,30,2016.44,yes
865,4,no,100,176,143,28,2,pre-paid,active,25,1334.52,yes
866,0,no,100,80,179,24,3,pre-paid,active,30,967,yes
867,0,no,100,8,0,9,2,pre-paid,not-active,25,26.01,yes
868,0,no,100,8,6,6,2,pre-paid,not-active,25,45.585,yes
869,0,no,50,0,0,0,2,pre-paid,not-active,25,0,no
870,0,no,400,121,377,41,2,pre-paid,active,25,2026.08,yes
871,2,no,50,148,4,45,3,pre-paid,active,30,468.32,yes
872,3,no,50,69,101,35,2,pre-paid,active,25,746.19,yes
873,18,yes,200,41,9,15,2,pre-paid,not-active,25,71.595,no
874,16,no,100,87,0,40,4,pre-paid,active,45,255.425,yes
875,8,no,20,92,19,22,2,pre-paid,active,25,337.725,no
876,0,no,100,16,0,12,3,pre-paid,active,30,102.04,yes
877,4,yes,100,35,2,14,2,pre-paid,not-active,25,131.4,no
878,4,no,100,38,27,29,3,pre-paid,not-active,30,188.04,no
879,0,yes,100,0,0,0,3,pre-paid,not-active,30,0,no
880,0,no,400,19,0,4,3,pre-paid,active,30,55.28,yes
881,0,no,50,91,7,20,4,pre-paid,active,45,181.775,yes
882,0,no,50,1,2,2,4,pre-paid,not-active,45,13.1,no
883,0,no,200,0,0,0,5,pre-paid,active,55,0,yes
884,20,no,100,232,0,78,2,pre-paid,active,25,720.09,yes
885,1,no,50,110,264,31,2,post-paid,active,25,1492.65,yes
886,0,no,200,76,0,26,2,pre-paid,active,25,157.005,yes
887,0,no,50,38,31,18,3,pre-paid,not-active,30,179.92,yes
888,1,no,100,47,168,21,2,pre-paid,active,25,869.49,yes
889,0,no,50,30,186,9,2,post-paid,active,25,883.8,yes
890,0,no,400,33,23,66,4,pre-paid,active,45,89.9,yes
891,6,no,20,19,3,5,2,pre-paid,not-active,25,32.13,yes
892,0,no,50,4,14,1,4,pre-paid,not-active,45,48.1,yes
893,5,no,200,26,12,11,2,pre-paid,active,25,96.57,yes
894,0,no,100,55,1,21,3,pre-paid,active,30,123,yes
895,0,no,50,20,21,12,2,pre-paid,active,25,157.95,yes
896,11,no,100,135,78,40,1,post-paid,active,15,771.21,yes
897,7,no,100,165,66,38,4,pre-paid,active,45,384.8,yes
898,3,no,100,39,24,17,3,pre-paid,active,30,199.44,yes
899,0,no,100,34,208,8,3,pre-paid,active,30,996.76,yes
900,0,no,400,13,0,5,2,pre-paid,active,25,53.775,no
901,13,no,50,77,12,19,3,pre-paid,active,30,238.08,yes
902,5,no,50,11,14,6,3,pre-paid,not-active,30,81.36,yes
903,15,no,200,66,366,26,3,pre-paid,active,30,1576.96,yes
904,15,no,100,72,8,37,1,pre-paid,active,15,295.625,yes
905,8,no,50,64,9,35,2,pre-paid,active,25,164.79,yes
906,16,no,200,88,39,30,3,pre-paid,active,30,322.72,yes
907,9,no,100,45,292,20,3,pre-paid,active,30,1276.4,yes
908,18,no,100,127,151,45,3,pre-paid,active,30,985.88,yes
909,12,no,50,175,7,46,3,pre-paid,active,30,598.12,yes
910,12,no,400,89,9,27,3,pre-paid,active,30,232.36,yes
911,11,no,100,101,14,14,3,pre-paid,active,30,308.96,yes
912,14,yes,100,60,15,19,3,pre-paid,not-active,30,164.12,yes
913,30,no,200,231,61,34,3,post-paid,active,30,871.04,yes
914,9,no,100,33,490,10,3,pre-paid,active,30,2097.32,yes
915,14,no,50,188,157,32,2,pre-paid,active,25,1425.51,yes
916,8,no,100,92,193,28,3,pre-paid,active,30,1047.88,yes
917,5,no,100,20,7,13,2,pre-paid,not-active,25,85.5,yes
918,7,no,100,20,20,10,3,pre-paid,not-active,30,121.4,yes
919,5,no,50,6,7,2,2,pre-paid,not-active,25,45.495,no
920,8,no,400,133,391,45,3,pre-paid,active,30,1881.84,yes
921,12,no,50,160,18,49,4,pre-paid,active,45,343.25,yes
922,13,no,50,81,115,39,2,pre-paid,active,25,837.18,yes
923,28,no,200,53,23,19,3,pre-paid,not-active,30,144.52,no
924,26,no,100,99,8,44,5,pre-paid,active,55,174.585,yes
925,18,no,100,104,33,26,2,pre-paid,active,25,428.715,yes
926,6,no,200,28,7,16,3,pre-paid,active,30,154.92,yes
927,14,yes,100,47,16,18,3,pre-paid,not-active,30,197.68,no
928,14,yes,100,50,41,33,4,pre-paid,not-active,45,168.075,no
929,5,no,50,8,7,4,3,pre-paid,not-active,30,45.84,no
930,6,no,400,31,7,8,4,pre-paid,active,45,67.6,yes
931,8,no,20,103,21,24,5,pre-paid,active,55,139.395,yes
932,5,no,50,13,16,6,4,pre-paid,not-active,45,63.65,no
933,5,no,200,10,11,4,5,pre-paid,active,55,26.295,yes
934,30,no,100,244,7,82,2,post-paid,active,25,779.58,yes
935,11,no,100,122,278,35,3,post-paid,active,30,1407.68,yes
936,7,no,100,88,9,30,3,pre-paid,active,30,200.44,yes
937,8,no,100,50,45,22,3,pre-paid,not-active,30,260.8,yes
938,11,no,100,59,182,25,2,pre-paid,active,25,960.48,yes
939,9,no,50,42,200,13,3,post-paid,active,30,866.48,yes
940,9,no,400,45,37,70,5,pre-paid,active,55,84.27,yes
941,16,no,100,31,17,9,3,pre-paid,not-active,30,109.44,yes
942,5,no,50,16,28,5,4,pre-paid,not-active,45,98.65,yes
943,15,no,200,38,26,15,2,pre-paid,active,25,187.56,yes
944,7,no,100,67,15,25,3,pre-paid,active,30,203.88,yes
945,7,no,20,32,35,16,3,pre-paid,active,30,221.28,yes
946,21,no,100,147,92,44,2,post-paid,active,25,722.025,yes
947,17,no,50,177,80,42,5,pre-paid,active,55,261.225,yes
948,13,no,100,51,38,21,3,post-paid,active,30,280.36,yes
949,7,no,100,46,222,12,3,pre-paid,active,30,1077.64,yes
950,8,yes,400,25,7,9,3,pre-paid,active,30,100.72,no
951,16,no,50,80,17,21,3,pre-paid,active,30,260.6,yes
952,8,no,50,14,19,8,3,pre-paid,active,30,103.88,yes
953,18,no,200,69,371,28,3,pre-paid,active,30,1599.48,yes
954,18,no,100,75,13,39,1,pre-paid,active,15,326.59,yes
955,11,no,50,67,14,37,2,pre-paid,active,25,190.125,yes
956,19,no,100,91,44,32,3,pre-paid,active,30,345.24,yes
957,12,no,100,48,297,22,4,pre-paid,active,45,811.825,yes
958,21,no,100,130,156,47,3,pre-paid,active,30,1008.4,yes
959,15,no,100,178,12,48,3,pre-paid,active,30,620.64,yes
960,15,no,400,92,14,29,4,pre-paid,active,45,159.3,yes
961,14,no,50,104,19,16,3,pre-paid,active,30,331.48,yes
962,17,no,50,63,20,21,4,pre-paid,active,45,116.65,yes
963,33,no,200,234,66,36,3,post-paid,active,30,893.56,yes
964,12,no,100,36,495,12,4,pre-paid,active,45,1324.9,yes
965,17,no,100,191,162,34,2,pre-paid,active,25,1450.845,yes
966,11,no,200,95,198,30,3,pre-paid,active,30,1070.4,yes
967,8,no,50,23,12,15,2,pre-paid,active,25,110.835,yes
968,10,no,100,23,25,12,3,pre-paid,active,30,143.92,yes
969,8,no,100,9,12,4,3,pre-paid,active,30,62.96,no
970,11,no,400,136,396,47,3,pre-paid,active,30,1904.36,yes
971,15,no,50,163,23,51,4,pre-paid,active,45,357.325,yes
972,16,no,100,84,120,41,2,pre-paid,active,25,862.515,yes
973,31,yes,200,56,28,21,3,pre-paid,active,30,167.04,no
974,29,yes,100,102,13,46,5,post-paid,active,55,183.03,yes
975,21,no,50,107,38,28,3,pre-paid,active,30,403.6,yes
976,9,no,200,31,12,18,3,pre-paid,active,30,177.44,yes
977,17,yes,100,50,21,20,3,pre-paid,active,30,220.2,no
978,17,no,100,53,46,35,4,pre-paid,active,45,182.15,no
979,8,no,100,11,12,6,3,pre-paid,active,30,68.36,no
980,9,no,400,34,12,10,4,pre-paid,active,45,81.675,yes
981,11,no,20,106,26,26,5,pre-paid,active,55,147.84,yes
982,8,yes,50,16,21,8,4,pre-paid,active,45,77.725,no
983,8,no,200,13,16,6,5,pre-paid,active,55,34.74,yes
984,33,no,100,247,12,84,2,post-paid,active,25,804.915,yes
985,14,no,50,125,283,37,3,post-paid,active,30,1430.2,yes
986,10,no,200,91,14,32,3,pre-paid,active,30,222.96,yes
987,11,no,20,53,50,24,4,pre-paid,active,45,177.075,yes
988,14,no,100,62,187,27,2,pre-paid,active,25,985.815,yes
989,12,no,50,45,205,15,3,post-paid,active,30,889,yes
990,12,no,400,48,42,72,5,pre-paid,active,55,92.715,yes
991,19,no,50,34,22,11,3,pre-paid,active,30,131.96,yes
992,8,no,100,19,33,7,4,pre-paid,active,45,112.725,yes
993,18,no,200,41,31,17,2,pre-paid,active,25,212.895,yes
994,10,no,100,70,20,27,3,pre-paid,active,30,226.4,yes
995,10,no,100,35,40,18,3,pre-paid,active,30,243.8,yes
996,24,no,100,150,97,46,2,post-paid,active,25,747.36,yes
997,20,no,100,180,85,44,5,pre-paid,active,55,269.67,yes
998,16,no,100,54,43,23,3,post-paid,active,30,302.88,yes
999,10,no,100,49,227,14,3,pre-paid,active,30,1100.16,yes
1000,11,yes,400,28,12,11,3,pre-paid,active,30,123.24,no
1001,10,no,20,74,7,17,3,pre-paid,active,30,215.56,yes
1002,5,no,50,8,9,4,3,pre-paid,not-active,30,58.84,yes
1003,12,no,200,63,361,24,3,pre-paid,active,30,1554.44,yes
1004,12,no,100,69,7,35,1,pre-paid,active,15,286.66,yes
1005,5,no,50,61,7,33,2,pre-paid,active,25,152.955,yes
1006,13,no,200,85,34,28,3,pre-paid,active,30,300.2,yes
1007,6,no,100,42,287,18,3,pre-paid,active,30,1253.88,yes
1008,15,no,100,124,146,43,3,pre-paid,active,30,963.36,yes
1009,9,no,100,172,7,44,3,pre-paid,active,30,595.6,yes
1010,9,no,400,86,7,25,3,pre-paid,active,30,221.84,yes
1011,8,no,20,98,9,12,3,pre-paid,active,30,286.44,yes
1012,11,no,50,57,10,17,3,pre-paid,not-active,30,141.6,yes
1013,27,no,200,228,56,32,3,pre-paid,active,30,848.52,yes
1014,6,no,100,30,485,8,3,pre-paid,active,30,2074.8,yes
1015,11,no,100,185,152,30,2,pre-paid,active,25,1400.175,yes
1016,5,no,200,89,188,26,3,pre-paid,active,30,1025.36,yes
1017,5,no,50,17,7,11,2,pre-paid,not-active,25,82.665,yes
1018,5,no,100,17,15,8,3,pre-paid,not-active,30,98.88,yes
1019,5,no,100,6,7,2,2,pre-paid,not-active,25,45.495,no
1020,5,no,400,130,386,43,3,pre-paid,active,30,1859.32,yes
1021,9,no,20,157,13,47,4,pre-paid,active,45,329.175,yes
1022,10,no,50,78,110,37,2,pre-paid,active,25,811.845,yes
1023,25,yes,200,50,18,17,3,pre-paid,not-active,30,122,no
1024,23,no,100,96,7,42,5,pre-paid,active,55,172.14,yes
1025,15,no,50,101,28,24,2,pre-paid,active,25,403.38,yes
1026,5,no,100,25,7,14,3,pre-paid,active,30,152.4,yes
1027,11,no,100,44,11,16,3,pre-paid,not-active,30,175.16,no
1028,11,yes,100,47,36,31,3,pre-paid,not-active,30,246.4,no
1029,5,no,100,6,7,2,3,pre-paid,not-active,30,40.44,no
1030,5,no,400,28,7,6,4,pre-paid,active,45,66.025,yes
1031,5,no,50,100,16,22,5,pre-paid,active,55,130.95,yes
1032,5,no,50,10,11,4,4,pre-paid,not-active,45,49.575,no
1033,5,no,200,6,7,2,5,pre-paid,active,55,15.165,yes
1034,27,no,100,241,7,80,2,pre-paid,active,25,776.745,yes
1035,8,no,100,119,273,33,2,post-paid,active,25,1558.305,yes
1036,5,no,100,85,7,28,3,pre-paid,active,30,189.92,yes
1037,5,no,50,47,40,20,3,pre-paid,not-active,30,238.28,yes
1038,8,no,100,56,177,23,2,pre-paid,active,25,935.145,yes
1039,6,no,100,39,195,11,2,post-paid,active,25,949.455,yes
1040,6,no,400,42,32,68,4,pre-paid,active,45,126.375,yes
1041,13,no,50,28,12,7,3,pre-paid,not-active,30,86.92,yes
1042,5,no,100,13,23,3,4,pre-paid,not-active,45,84.575,yes
1043,12,no,200,35,21,13,2,pre-paid,active,25,162.225,yes
1044,5,no,100,64,10,23,3,pre-paid,active,30,181.36,yes
1045,5,no,50,29,30,14,2,pre-paid,active,25,223.605,yes
1046,18,no,200,144,87,42,2,post-paid,active,25,696.69,yes
1047,14,no,50,174,75,40,5,pre-paid,active,55,252.78,yes
1048,10,no,100,48,33,19,3,pre-paid,active,30,257.84,yes
1049,5,no,100,43,217,10,3,pre-paid,active,30,1055.12,yes
1050,5,yes,400,22,7,7,3,pre-paid,active,30,98.2,no
1051,14,no,20,79,22,23,3,pre-paid,active,30,281.36,yes
1052,6,no,100,13,24,10,3,pre-paid,not-active,30,124.64,yes
1053,16,no,200,68,376,30,3,pre-paid,active,30,1620.24,yes
1054,16,no,100,74,18,41,1,pre-paid,active,15,355.135,yes
1055,9,no,20,66,19,39,2,pre-paid,active,25,213.48,yes
1056,17,no,200,90,49,34,3,pre-paid,active,30,366,yes
1057,10,no,100,47,302,24,4,pre-paid,active,45,824.8,yes
1058,19,no,100,129,161,49,3,pre-paid,active,30,1029.16,yes
1059,13,no,100,177,17,50,3,pre-paid,active,30,641.4,yes
1060,13,no,400,91,19,31,3,pre-paid,active,30,275.64,yes
1061,12,no,100,103,24,18,3,pre-paid,active,30,352.24,yes
1062,15,yes,50,62,25,23,3,pre-paid,not-active,30,207.4,yes
1063,31,no,200,233,71,38,3,pre-paid,active,30,914.32,yes
1064,10,no,100,35,500,14,4,pre-paid,active,45,1337.875,yes
1065,15,no,20,190,167,36,2,pre-paid,active,25,1474.2,yes
1066,9,no,100,94,203,32,3,pre-paid,active,30,1091.16,yes
1067,6,no,100,22,17,17,2,pre-paid,not-active,25,134.19,yes
1068,8,no,100,22,30,14,3,pre-paid,not-active,30,164.68,yes
1069,6,no,100,8,17,6,2,pre-paid,not-active,25,94.185,no
1070,9,no,400,135,401,49,3,pre-paid,active,30,1925.12,yes
1071,13,no,20,162,28,53,4,pre-paid,active,45,370.3,yes
1072,14,no,50,83,125,43,2,pre-paid,active,25,885.87,yes
1073,29,yes,200,55,33,23,3,pre-paid,not-active,30,187.8,no
1074,27,no,100,101,18,48,5,pre-paid,active,55,190.815,yes
1075,19,no,100,106,43,30,3,pre-paid,active,30,424.36,yes
1076,7,no,100,30,17,20,3,pre-paid,active,30,198.2,yes
1077,15,yes,100,49,26,22,3,pre-paid,not-active,30,240.96,no
1078,15,yes,100,52,51,37,4,pre-paid,not-active,45,195.125,no
1079,6,no,50,10,17,8,3,pre-paid,not-active,30,89.12,no
1080,7,no,400,33,17,12,4,pre-paid,active,45,94.65,yes
1081,9,no,50,105,31,28,5,pre-paid,active,55,155.625,yes
1082,6,yes,100,15,26,10,4,pre-paid,not-active,45,90.7,no
1083,6,no,200,12,21,8,5,pre-paid,active,55,42.525,yes
1084,31,no,100,246,17,86,2,pre-paid,active,25,828.27,yes
1085,12,no,50,124,288,39,3,post-paid,active,30,1450.96,yes
1086,8,no,200,90,19,34,3,pre-paid,active,30,243.72,yes
1087,9,yes,20,52,55,26,4,pre-paid,not-active,45,190.05,yes
1088,12,no,100,61,192,29,2,pre-paid,active,25,1009.17,yes
1089,10,no,100,44,210,17,3,post-paid,active,30,909.76,yes
1090,10,no,400,47,47,74,5,pre-paid,active,55,100.5,yes
1091,17,no,50,33,27,13,3,pre-paid,not-active,30,152.72,yes
1092,6,no,100,18,38,9,4,pre-paid,not-active,45,125.7,yes
1093,16,no,200,40,36,19,2,pre-paid,active,25,236.25,yes
1094,8,no,100,69,25,29,3,pre-paid,active,30,247.16,yes
1095,8,no,50,34,45,20,3,pre-paid,active,30,264.56,yes
1096,22,no,100,149,102,48,2,post-paid,active,25,770.715,yes
1097,18,no,50,179,90,46,5,pre-paid,active,55,277.455,yes
1098,14,no,100,53,48,25,3,post-paid,active,30,323.64,yes
1099,8,no,100,48,232,16,3,pre-paid,active,30,1120.92,yes
1100,9,yes,400,27,17,13,3,pre-paid,active,30,144,no
1101,12,no,20,75,7,15,3,pre-paid,active,30,214.8,yes
1102,5,no,100,6,7,2,3,pre-paid,not-active,30,40.44,yes
1103,14,no,200,64,356,22,3,pre-paid,active,30,1533.68,yes
1104,14,no,100,70,7,33,2,pre-paid,active,25,233.685,yes
1105,7,no,20,62,7,31,2,pre-paid,active,25,152.1,yes
1106,15,no,100,86,29,26,3,pre-paid,active,30,279.44,yes
1107,8,no,50,43,282,16,3,pre-paid,active,30,1233.12,yes
1108,17,no,100,125,141,41,3,pre-paid,active,30,942.6,yes
1109,11,no,100,173,7,42,3,pre-paid,active,30,594.84,yes
1110,11,no,400,87,7,23,3,pre-paid,active,30,221.08,yes
1111,10,no,50,99,7,10,3,pre-paid,active,30,277.68,yes
1112,13,no,100,58,7,15,3,pre-paid,not-active,30,128.84,yes
1113,29,no,200,229,51,30,3,pre-paid,active,30,827.76,yes
1114,8,no,100,31,480,6,3,pre-paid,active,30,2054.04,yes
1115,13,no,50,186,147,28,2,pre-paid,active,25,1376.82,yes
1116,7,no,200,90,183,24,3,pre-paid,active,30,1004.6,yes
1117,5,no,100,18,7,9,2,pre-paid,not-active,25,81.81,yes
1118,6,no,100,18,10,6,3,pre-paid,not-active,30,78.12,yes
1119,5,no,100,6,7,2,2,pre-paid,not-active,25,45.495,no
1120,7,no,400,131,381,41,3,pre-paid,active,30,1838.56,yes
1121,11,no,20,158,8,45,4,pre-paid,active,45,316.2,yes
1122,12,no,50,79,105,35,2,pre-paid,active,25,788.49,yes
1123,27,yes,200,51,13,15,3,pre-paid,not-active,30,101.24,no
1124,25,no,100,97,7,40,5,pre-paid,active,55,171.855,yes
1125,17,no,100,102,23,22,2,pre-paid,active,25,380.025,yes
1126,5,no,200,26,7,12,3,pre-paid,active,30,151.64,yes
1127,13,yes,100,45,7,14,3,pre-paid,not-active,30,158.4,no
1128,13,yes,100,48,31,29,3,pre-paid,not-active,30,225.64,no
1129,5,no,50,6,7,2,3,pre-paid,not-active,30,40.44,no
1130,5,no,400,29,7,4,4,pre-paid,active,45,65.55,yes
1131,7,no,100,101,11,20,5,pre-paid,active,55,123.165,yes
1132,5,no,50,6,7,2,4,pre-paid,not-active,45,25.275,no
1133,5,no,200,6,7,2,5,pre-paid,active,55,15.165,yes
1134,29,no,100,242,7,78,2,pre-paid,active,25,775.89,yes
1135,10,no,50,120,268,31,3,post-paid,active,30,1364.4,yes
1136,6,no,200,86,7,26,3,pre-paid,active,30,189.16,yes
1137,7,no,100,48,35,18,3,pre-paid,not-active,30,217.52,yes
1138,10,no,100,57,172,21,2,pre-paid,active,25,911.79,yes
1139,8,no,100,40,190,9,3,post-paid,active,30,823.2,yes
1140,8,no,400,43,27,66,4,pre-paid,active,45,113.4,yes
1141,15,no,20,29,7,5,3,pre-paid,not-active,30,66.16,yes
1142,5,no,50,6,18,2,4,pre-paid,not-active,45,52.775,yes
1143,14,no,200,36,16,11,2,pre-paid,active,25,138.87,yes
1144,6,no,100,65,7,21,3,pre-paid,active,30,168.6,yes
1145,6,no,50,30,25,12,2,pre-paid,active,25,200.25,yes
1146,20,no,100,145,82,40,2,post-paid,active,25,673.335,yes
1147,16,no,50,175,70,38,5,pre-paid,active,55,244.995,yes
1148,12,no,100,49,28,17,3,pre-paid,active,30,237.08,yes
1149,6,no,100,44,212,8,3,pre-paid,active,30,1034.36,yes
1150,7,yes,400,23,7,5,3,pre-paid,active,30,97.44,no
1151,18,no,20,87,27,25,3,pre-paid,active,30,308.88,yes
1152,10,no,100,21,29,12,3,pre-paid,not-active,30,152.16,yes
1153,20,no,200,76,381,32,3,pre-paid,active,30,1647.76,yes
1154,20,no,100,82,23,43,1,pre-paid,active,15,392.975,yes
1155,13,no,50,74,24,41,2,pre-paid,active,25,244.44,yes
1156,21,no,200,98,54,36,3,pre-paid,active,30,393.52,yes
1157,14,no,100,55,307,26,4,pre-paid,active,45,842,yes
1158,23,no,100,137,166,51,3,pre-paid,active,30,1056.68,yes
1159,17,no,100,185,22,52,3,pre-paid,active,30,668.92,yes
1160,17,no,400,99,24,33,4,pre-paid,active,45,189.475,yes
1161,16,no,50,111,29,20,3,pre-paid,active,30,379.76,yes
1162,19,no,100,70,30,25,4,pre-paid,not-active,45,146.825,yes
1163,35,no,200,241,76,40,3,pre-paid,active,30,941.84,yes
1164,14,no,100,43,505,16,4,pre-paid,active,45,1355.075,yes
1165,19,no,100,198,172,38,2,pre-paid,active,25,1505.16,yes
1166,13,no,200,102,208,34,4,pre-paid,active,45,699.175,yes
1167,10,no,50,30,22,19,3,pre-paid,not-active,30,146.8,yes
1168,12,no,100,30,35,16,3,pre-paid,not-active,30,192.2,yes
1169,10,no,100,16,22,8,3,pre-paid,not-active,30,111.24,no
1170,13,no,400,143,406,51,3,pre-paid,active,30,1952.64,yes
1171,17,no,50,170,33,55,4,pre-paid,active,45,387.5,yes
1172,18,no,50,91,130,45,2,pre-paid,active,25,916.83,yes
1173,33,yes,200,63,38,25,3,pre-paid,not-active,30,215.32,no
1174,31,no,100,109,23,50,5,pre-paid,active,55,201.135,yes
1175,23,no,50,114,48,32,3,pre-paid,active,30,451.88,yes
1176,11,no,100,38,22,22,4,pre-paid,active,45,141.075,yes
1177,19,yes,50,57,31,24,3,pre-paid,not-active,30,268.48,no
1178,19,yes,100,60,56,39,4,pre-paid,not-active,45,212.325,no
1179,10,no,100,18,22,10,3,pre-paid,not-active,30,116.64,no
1180,11,no,400,41,22,14,4,pre-paid,active,45,111.85,yes
1181,13,no,100,113,36,30,5,pre-paid,active,55,165.945,yes
1182,10,yes,50,23,31,12,4,pre-paid,not-active,45,107.9,no
1183,10,no,200,20,26,10,5,pre-paid,active,55,52.845,yes
1184,35,no,100,254,22,88,2,post-paid,active,25,859.23,yes
1185,16,yes,50,132,293,41,3,post-paid,active,30,1478.48,yes
1186,12,no,100,98,24,36,3,pre-paid,active,30,271.24,yes
1187,13,no,100,60,60,28,4,pre-paid,not-active,45,207.25,yes
1188,16,no,100,69,197,31,2,pre-paid,active,25,1040.13,yes
1189,14,no,50,52,215,19,3,post-paid,active,30,937.28,yes
1190,14,no,400,55,52,76,5,pre-paid,active,55,110.82,yes
1191,21,no,50,41,32,15,3,pre-paid,not-active,30,180.24,yes
1192,10,no,50,26,43,11,4,pre-paid,not-active,45,142.9,yes
1193,20,no,200,48,41,21,2,pre-paid,active,25,267.21,yes
1194,12,no,100,77,30,31,4,pre-paid,active,45,171.675,yes
1195,12,no,50,42,50,22,3,pre-paid,active,30,292.08,yes
1196,26,no,200,157,107,50,2,post-paid,active,25,801.675,yes
1197,22,no,50,187,95,48,5,pre-paid,active,55,287.775,yes
1198,18,no,100,61,53,27,4,post-paid,active,45,219.475,yes
1199,12,no,100,56,237,18,3,pre-paid,active,30,1148.44,yes
1200,13,no,400,35,22,15,3,pre-paid,active,30,171.52,no
1201,8,no,20,67,7,13,3,pre-paid,active,30,207.28,yes
1202,5,no,100,6,7,2,2,pre-paid,not-active,25,45.495,yes
1203,10,no,200,56,351,20,3,pre-paid,active,30,1506.16,yes
1204,10,no,100,62,7,31,2,pre-paid,active,25,225.225,yes
1205,5,no,100,54,7,29,1,pre-paid,active,15,175.56,yes
1206,11,no,200,78,24,24,3,pre-paid,active,30,251.92,yes
1207,5,no,50,35,277,14,3,pre-paid,active,30,1205.6,yes
1208,13,no,100,117,136,39,3,pre-paid,active,30,915.08,yes
1209,7,no,100,165,7,40,3,pre-paid,active,30,587.32,yes
1210,7,no,400,79,7,21,3,pre-paid,active,30,213.56,yes
1211,6,no,20,91,7,8,3,pre-paid,active,30,270.16,yes
1212,9,no,100,50,7,13,3,pre-paid,not-active,30,121.32,yes
1213,25,no,200,221,46,28,3,pre-paid,active,30,800.24,yes
1214,5,no,100,23,475,4,3,pre-paid,active,30,2026.52,yes
1215,9,no,50,178,142,26,2,pre-paid,active,25,1345.86,yes
1216,5,no,200,82,178,22,3,pre-paid,active,30,977.08,yes
1217,5,no,100,10,7,7,2,pre-paid,not-active,25,73.35,yes
1218,5,no,100,10,7,4,3,pre-paid,not-active,30,58.6,yes
1219,5,no,100,6,7,2,2,pre-paid,not-active,25,45.495,no
1220,5,no,400,123,376,39,2,pre-paid,active,25,2037.42,yes
1221,7,no,50,150,7,43,4,pre-paid,active,45,309,yes
1222,8,no,100,71,100,33,2,pre-paid,active,25,757.53,yes
1223,23,no,200,43,8,13,2,pre-paid,not-active,25,82.935,no
1224,21,no,100,89,7,38,5,pre-paid,active,55,169.035,yes
1225,13,no,100,94,18,20,2,pre-paid,active,25,349.065,no
1226,5,no,200,18,7,10,3,pre-paid,active,30,144.12,yes
1227,9,no,20,37,7,12,3,pre-paid,not-active,30,150.88,no
1228,9,yes,100,40,26,27,3,pre-paid,not-active,30,198.12,no
1229,5,no,100,6,7,2,3,pre-paid,not-active,30,40.44,no
1230,5,no,400,6,7,2,3,pre-paid,active,30,40.44,yes
1231,5,no,50,93,7,18,5,pre-paid,active,55,114.345,yes
1232,5,no,50,6,7,2,4,pre-paid,not-active,45,25.275,no
1233,5,no,200,6,7,2,5,pre-paid,active,55,15.165,no
1234,25,no,100,234,7,76,2,pre-paid,active,25,767.43,yes
1235,6,no,100,112,263,29,2,post-paid,active,25,1503.99,yes
1236,5,no,200,78,7,24,2,pre-paid,active,25,204.345,yes
1237,5,no,50,40,30,16,3,pre-paid,not-active,30,190,yes
1238,6,no,100,49,167,19,2,pre-paid,active,25,880.83,yes
1239,5,no,100,32,185,7,2,post-paid,active,25,895.14,yes
1240,5,no,400,35,22,64,4,pre-paid,active,45,96.2,yes
1241,11,no,20,21,7,3,2,pre-paid,not-active,25,65.97,yes
1242,5,no,100,6,13,2,4,pre-paid,not-active,45,40.275,yes
